name,category,latitude,longitude,distance_from_center_km
Ejendomsmægler København,tourism,55.6707189,12.5836686,0.31789551564301455
Kanal Caféen,amenity,55.6743994,12.5767875,0.3030283228154595
Corfitz Ulfeldts Skamstøtte,historic,55.6746079,12.575396,0.3724145481773307
No. 2,amenity,55.6724145,12.5845011,0.3367513337866315
Restaurant Karla,amenity,55.6736846,12.5741057,0.36857160288476165
L'Enoteca di Mr. Brunello,amenity,55.671218,12.574053,0.3359516582723886
Folketing,amenity,55.6759281,12.5809377,0.44657710461341515
Christian IX,tourism,55.675655,12.5788407,0.4030235582235373
,amenity,55.6679657,12.5799901,0.4564553965344196
,amenity,55.6676272,12.5827569,0.5401893681326873
Lillians Smørrebrød,amenity,55.6719238,12.577772,0.09016814345398301
Kayak Bar,amenity,55.675205,12.586764,0.5926323732841081
,amenity,55.6733977,12.5822083,0.24268406721991106
,amenity,55.6726243,12.5840544,0.3128856174710474
,amenity,55.674238,12.5828986,0.33808714611694507
,amenity,55.6741003,12.5831614,0.3391549813597775
Kongernes Lapidarium,tourism,55.6731268,12.5797395,0.12578720692866346
Johan Borups Højskole,amenity,55.6738033,12.577434,0.2252276297423837
Huset-KBH,amenity,55.6764284,12.5747739,0.5620179206572927
Taste of Taiwan,amenity,55.6757602,12.5738292,0.5341112532892901
,amenity,55.6683575,12.5772469,0.42789171441881935
Improv Comedy Copenhagen,amenity,55.675997,12.574759,0.5213110004422418
Roast Coffee,amenity,55.6683381,12.5795336,0.4127760148175286
Vandkunsten,amenity,55.6760886,12.5741407,0.5514143994194036
Bianca D'Alessandro,tourism,55.67336,12.57806,0.16321077781359608
Emmerys,shop,55.6761189,12.5749863,0.5254868920190654
My Thai Kitchen,amenity,55.6680178,12.57954,0.4484114291746842
,amenity,55.6752441,12.5790147,0.35684632037465747
Southern Cross Pub,amenity,55.6752286,12.5724216,0.5543860855875479
Kutteren HM800 Jammerbugt,shop,55.6746826,12.5864384,0.5426882319627027
,tourism,55.6725226,12.5866691,0.4736277501251387
Hiper,shop,55.6702062,12.5856211,0.45326333595244334
Frau und Mäench,shop,55.6733466,12.5748167,0.3112304033855118
GB Antik,shop,55.6715686,12.5713994,0.4930020957126877
Forét Studio,shop,55.6715125,12.5715276,0.48569906166368415
Byens bodega,amenity,55.6716117,12.5723825,0.4309894711737358
Projekt Galleri,tourism,55.6735637,12.576204,0.2530994739072645
Zoi-Tattoo,shop,55.6763149,12.5713399,0.685872250816512
Great Dane Tours,shop,55.6758348,12.5738915,0.5381394996736184
Mammas,amenity,55.6758977,12.5712535,0.6586124169464317
Cafe Glyptoteket,amenity,55.6729778,12.5722135,0.4511968293186325
Arkæologisk Værksted,tourism,55.6739045,12.5722525,0.4833265286048421
Copenhagen Marriott Excecutive Lounge,amenity,55.6687889,12.574102,0.48327908743237363
,tourism,55.6707929,12.5740336,0.352935462745112
,amenity,55.6734786,12.5730445,0.4185130433442713
,amenity,55.6733712,12.573225,0.4035016901403684
,amenity,55.6731737,12.5757762,0.24911195624213092
Pods of Beans,amenity,55.6737027,12.5758978,0.2777736179171635
The Danish Pipe Shop,shop,55.6735434,12.5743928,0.3451174817602632
A Beauty Care,shop,55.6736042,12.5740514,0.3672136689148661
GMI El & Sikring,amenity,55.6739588,12.5736202,0.41040197889484437
,amenity,55.6751594,12.572156,0.5625357080767701
,amenity,55.6755987,12.5717216,0.6146077066686829
,amenity,55.6757976,12.5733507,0.556737131536541
I. W. Hvidberg,shop,55.6755798,12.5732878,0.5414627699631563
Cph down town,amenity,55.6759648,12.574294,0.5345918585381162
Tatoo Fashion,shop,55.6757014,12.5736561,0.536060654027279
Tutein & Koch,shop,55.6759952,12.5723356,0.6163219938994101
De Gode Sager,shop,55.6764966,12.5712936,0.7021177313659319
Stâuan,amenity,55.6763475,12.5761071,0.5172698593784939
,amenity,55.6757577,12.5820512,0.4513121110396766
,amenity,55.6740701,12.5782811,0.23309277317907107
Smör,amenity,55.6745157,12.5745981,0.39927219309371437
Thorshavnsgade 10,amenity,55.6685386,12.580303,0.3961257039476306
,amenity,55.6763283,12.5806039,0.4856025274166143
,amenity,55.6684124,12.5784371,0.4067068459229681
,amenity,55.6761281,12.5747166,0.5350997293846023
Dac Cafe,amenity,55.6721282,12.5793149,0.012529932053894835
Café kopenhag,amenity,55.6716862,12.5725179,0.4216664793301821
Restaurant 1733,amenity,55.6764748,12.5763083,0.525938063330579
Underbroen,leisure,55.6707222,12.5778839,0.1682183761816727
Dansk Arkitektur Center,tourism,55.6719886,12.5790588,0.010081669833597548
Arms Gallery,shop,55.6760261,12.5754166,0.5032616265746912
,amenity,55.6760503,12.5758755,0.492741938259053
,amenity,55.6761601,12.5760637,0.4990595946637375
,amenity,55.6762838,12.5762577,0.5071791767130335
Sculptures,tourism,55.6690564,12.5748816,0.42880955111957253
SATS KBH - Blox,leisure,55.6717271,12.5793239,0.03589390821514196
Blox eats,amenity,55.6724524,12.5793089,0.04646443292040216
Emirates,shop,55.6736795,12.5726944,0.4475887554702245
Asclepius,tourism,55.6764707,12.5791924,0.4932403006675911
Nemesis,tourism,55.6765234,12.5793392,0.4991958331209601
BLOX Parkering (Indkørsel),amenity,55.6722019,12.5778227,0.08789329291034573
BLOX Parkering (Udkørsel),amenity,55.6722218,12.5778573,0.0862548121559495
,amenity,55.6715866,12.5782141,0.07953020877220182
,amenity,55.6715386,12.5781329,0.08687557129409258
,amenity,55.671492,12.5780568,0.09388329960625698
Not Your Usual Wine bar,amenity,55.6762539,12.5716401,0.6676094866105777
The Storm Inn,amenity,55.6741102,12.572452,0.48252775759702005
Den Særlige Klageret,amenity,55.6763775,12.5786456,0.48407751233654495
Wakeup Bernstorffsgade,tourism,55.669055,12.571691,0.5771819211963426
Christiansborg Slotstårn,tourism,55.6762803,12.580424,0.4783831523161572
Zefside,amenity,55.6758545,12.5750111,0.4994469809990472
,tourism,55.6731251,12.5718993,0.47435884424042424
Sædemand,tourism,55.6728018,12.5713838,0.49842815028016285
,tourism,55.6729561,12.5716533,0.4850436144451603
Georg Zoëga,tourism,55.6730389,12.5717746,0.4796364151588472
Christian IV,tourism,55.6760126,12.5824683,0.4879698945495074
,tourism,55.6724186,12.5727227,0.409099055620325
Hammersmed,tourism,55.6725627,12.5729527,0.3967383068179096
Asmus Jacob Carstens,tourism,55.672492,12.5728266,0.40353291306280814
Moderkærlighed,tourism,55.6718166,12.5717966,0.46586846404360827
Sushiya,amenity,55.6679438,12.5794559,0.4564159811330362
Skatteministeriet Kantine,amenity,55.672469,12.585002,0.36878214943301685
,amenity,55.6760333,12.585575,0.5991618618673363
,amenity,55.6759757,12.5863353,0.6277387224601814
,amenity,55.6764794,12.5765174,0.5220337359963223
,amenity,55.6759907,12.5859131,0.6102000835413325
Madkartoteket Cafe,amenity,55.6733354,12.582841,0.2712044857527629
Everest Curry,amenity,55.6677745,12.5792116,0.4749605136272853
HK Danmark,amenity,55.6677567,12.5834297,0.5464784226253242
,amenity,55.6681632,12.5803136,0.43743267023499277
,amenity,55.6680274,12.5804244,0.4535017820755719
,amenity,55.6679864,12.5808904,0.4638731540481877
,amenity,55.6678884,12.5809712,0.4756687622720087
,amenity,55.6681886,12.5802663,0.43416799677997475
,amenity,55.6680559,12.5803597,0.449691737193749
,amenity,55.6678658,12.5810242,0.47890719331062
,amenity,55.6677436,12.5810429,0.49239970850797005
,amenity,55.6679285,12.5810324,0.472261527817385
,amenity,55.6680029,12.5807093,0.4595811282333501
,amenity,55.6678651,12.5808023,0.4758116187324347
,amenity,55.6679419,12.5809975,0.4702795229001465
,amenity,55.6680378,12.5806226,0.45466829455237395
,amenity,55.667823,12.5808501,0.4810362690887924
,amenity,55.6679559,12.5809614,0.46822132158333607
,amenity,55.6681005,12.5805295,0.44668596823286383
,amenity,55.6679794,12.5804969,0.4595621670005989
,amenity,55.6679704,12.5809249,0.46611029928061354
,amenity,55.6731879,12.5713183,0.5114964350782152
TheVan,amenity,55.670169,12.580336,0.22048732130747475
Madkartoteket Cafe,amenity,55.6734093,12.5829385,0.28079856620537674
BLOXHUB,amenity,55.6723057,12.57796,0.08283846801691601
N. F. S. Grundtvig,tourism,55.6754451,12.5719401,0.5930899412017052
,tourism,55.6746186,12.5811221,0.31171359066825216
Netto,shop,55.6721479,12.5729152,0.3949977930980307
Taleren Demosthenes,tourism,55.6742512,12.582672,0.3295057989528587
,amenity,55.675644,12.5713232,0.6371414652201274
,amenity,55.6756024,12.5713272,0.6340390546682707
,amenity,55.6755858,12.5712843,0.6349969127344566
Svajerbar,amenity,55.667841,12.57367,0.5824561587459537
Beauty Tan,shop,55.6675657,12.5789412,0.4984516083035315
Churros,amenity,55.6732954,12.5714839,0.5045953496975072
Madkartoteket Salon,amenity,55.6731658,12.5821955,0.2268357283433576
,amenity,55.669984,12.5828217,0.3234794181343622
,amenity,55.6699673,12.5827987,0.323781624090968
Miss POKE,amenity,55.6679633,12.5794699,0.45427968647625977
,amenity,55.6758586,12.5755238,0.48364525398087
,amenity,55.6753099,12.5759941,0.4158509241835582
,amenity,55.6752881,12.5760256,0.41276848383236747
,amenity,55.6752997,12.5759761,0.415407385815865
The exact hair,shop,55.6763296,12.5747748,0.5524547099548547
,amenity,55.6764952,12.5791748,0.49596894402479647
,amenity,55.676415,12.579201,0.48703935072126
,amenity,55.6765194,12.579394,0.4988273285565979
Neptun,tourism,55.6759651,12.5826893,0.4892793247642329
Merkur,tourism,55.6757347,12.5825519,0.4624973154133583
,amenity,55.6752231,12.5857753,0.5451788593306848
,amenity,55.675192,12.5859248,0.5501465191232175
,amenity,55.675216,12.5858155,0.5465919275693722
,amenity,55.6752034,12.5858747,0.5485362577723221
,amenity,55.6750571,12.5863971,0.5642817816184823
,amenity,55.6750432,12.5864159,0.5643146281019396
,amenity,55.6701136,12.5840638,0.37425326996009817
,amenity,55.6701091,12.5840902,0.3759019916030358
,amenity,55.6699968,12.5843486,0.39639176502059903
,amenity,55.6699733,12.5843523,0.3980894100824427
,amenity,55.6699608,12.5843549,0.3990288972254131
,amenity,55.670242,12.5833131,0.327714278220283
,amenity,55.6716922,12.5826827,0.22315089517317002
,amenity,55.6716538,12.5826228,0.22023610078527767
,amenity,55.6726957,12.5841769,0.3221354140630888
,amenity,55.6724065,12.5842653,0.32192000656002123
,amenity,55.672316,12.5844318,0.3312303718401481
,amenity,55.6721398,12.5847603,0.3506513975798173
,amenity,55.6720571,12.5849117,0.36000828199473867
,amenity,55.6717999,12.5854041,0.39190322784702886
,amenity,55.6717148,12.5855711,0.40312902037703224
,amenity,55.6713702,12.5862301,0.4492038210121937
,amenity,55.6712968,12.5863712,0.45936380162544616
,amenity,55.670928,12.58707,0.5110481522068351
,amenity,55.6730169,12.5846922,0.36285516554682423
Folketingets Vin & Tobak,shop,55.675576,12.58177,0.42578266873413256
,amenity,55.6733303,12.5769452,0.2014248281770213
,amenity,55.6731072,12.579452,0.11989973766322072
,amenity,55.6751047,12.5762068,0.3893830032241245
,amenity,55.67395,12.5776248,0.23430017083394275
,amenity,55.6746678,12.5767478,0.3304187027363416
,amenity,55.6750872,12.5762237,0.3871633962418946
,amenity,55.6748373,12.5775463,0.3281108216134882
,amenity,55.6731894,12.5793544,0.12833082304151594
,amenity,55.6732572,12.5764764,0.21795281253060755
,amenity,55.6745681,12.5768427,0.3178152130831119
,amenity,55.6751027,12.5762508,0.3878603442023133
,amenity,55.6750269,12.576318,0.3784264018604264
,amenity,55.6730263,12.5795453,0.1120071947123858
,amenity,55.6737,12.5779148,0.20143350249568678
,amenity,55.6730008,12.5795126,0.10882434807148056
,amenity,55.6745802,12.5768264,0.3194847830798654
,amenity,55.6751151,12.5762275,0.38977335642049016
,amenity,55.6743328,12.577174,0.2850010630669093
,amenity,55.6746773,12.5767302,0.3318703926506202
,amenity,55.6743633,12.5771024,0.29005794292365394
,amenity,55.6745515,12.5768776,0.3151601686065184
,amenity,55.673416,12.5771874,0.19831944482664735
,amenity,55.6752327,12.5760912,0.4053751600055103
,amenity,55.6740735,12.5774739,0.2507832903449635
,amenity,55.6734675,12.5773282,0.19739684055271606
,amenity,55.6743738,12.5770859,0.2915706220538153
,amenity,55.667716,12.5768095,0.5042358768576362
,amenity,55.6685956,12.5779749,0.39108854198495235
BLOX ALIVE,tourism,55.6706813,12.5811769,0.19628555314373003
,amenity,55.6706484,12.5811363,0.19752942768815396
,amenity,55.6706277,12.581099,0.19790981778491837
,amenity,55.6706069,12.5810692,0.1986335315157901
,amenity,55.6697303,12.5794509,0.25773099536238997
,amenity,55.6689868,12.5821818,0.3886218555263946
,amenity,55.6690153,12.5820299,0.3812771585082905
,amenity,55.6714094,12.5841356,0.3190081370989368
,amenity,55.6678906,12.5737581,0.57471845456644
,amenity,55.6676983,12.5794874,0.4838041820783267
,amenity,55.6677104,12.5795011,0.48249222417440546
Altinget,amenity,55.673836,12.576292,0.2705752517303574
Ubbes Vinhandel,shop,55.6746149,12.5763935,0.33632350911554376
Kaffedrønet,shop,55.670444,12.586901,0.5167149007429346
Mini Marked,shop,55.6703881,12.5859332,0.46245386893904716
Copenhagen Marriott Shoppen,shop,55.6687619,12.5740564,0.48743180476488773
Bravissimo,amenity,55.668802,12.579718,0.3620878968602173
Simply Wine,shop,55.6688252,12.5796955,0.35938783335160496
Elite Købmand,shop,55.6762859,12.5713793,0.6818472692547397
Bazar Isen,amenity,55.6735271,12.5712535,0.5260767560172384
,amenity,55.6741875,12.5713237,0.549641608263802
,amenity,55.6741641,12.571376,0.5455463388076391
Damindra,amenity,55.6762609,12.57426,0.563031296280135
Danske Sprogforskere,tourism,55.6732573,12.5736695,0.37283505644493964
Frisør Gabriela,shop,55.6688872,12.5807178,0.3639975497162573
Talerstol,tourism,55.6756773,12.5713294,0.6391804579683823
Danhostel Copenhagen City Morgenmadsbuffet,amenity,55.6710017,12.5765664,0.20156761540009863
La Bonita,amenity,55.6750582,12.5722086,0.553019463936599
,amenity,55.6742097,12.5748298,0.36550102513264665
,amenity,55.6757183,12.5714087,0.6382464808847168
,amenity,55.6757292,12.5713794,0.6404391292500446
,amenity,55.675743,12.5714055,0.6401681432510065
,amenity,55.6757324,12.5714341,0.6380315871824287
Siddende Løve,tourism,55.6728497,12.5729929,0.40019716748814044
,amenity,55.6757016,12.5826744,0.4628237124439327
Islands Brygge Cykler,shop,55.6676584,12.5782733,0.4912834204502065
,amenity,55.6744168,12.5811685,0.2923876536641524
,leisure,55.6710589,12.5784454,0.11890879620026952
Carl Nielsen,historic,55.6732462,12.5782464,0.1467833416468496
Anne Marie Carl Nielsen,historic,55.6732492,12.5782434,0.14716516134914978
Herman Wilhelm Bissen,historic,55.6732818,12.5782042,0.1514844409642263
,amenity,55.6725484,12.5789875,0.05796651855521344
,amenity,55.6744807,12.572645,0.4933505555972981
,amenity,55.675199,12.5866689,0.5874317721764337
,amenity,55.6721646,12.5718925,0.4593727908236985
,amenity,55.6721922,12.5718234,0.46382017901725864
,amenity,55.6721837,12.571812,0.46450359717408296
,amenity,55.6721754,12.5717969,0.4654224426866096
,amenity,55.6721464,12.5718678,0.460870030419818
,amenity,55.6721565,12.571882,0.46000699740992407
,tourism,55.6722825,12.5719581,0.45583369514042177
Fatamorgana,tourism,55.6734403,12.5715096,0.5077581454000534
,amenity,55.6749584,12.5809784,0.34379987645555
,amenity,55.674974,12.5810237,0.3463803591703071
,amenity,55.6749892,12.5810666,0.3488806518675826
,amenity,55.6749199,12.5808718,0.337590563754435
,amenity,55.674902,12.5808299,0.33487708028150426
,amenity,55.6748883,12.5807973,0.3327973447213253
,amenity,55.6746869,12.5804735,0.30550398848313737
,amenity,55.6746686,12.5804898,0.3038139158883295
,amenity,55.6750379,12.5815958,0.3664396210285419
,amenity,55.6749604,12.5816954,0.3612890944675482
,amenity,55.6748806,12.581784,0.3558380052847208
,amenity,55.6746744,12.5816652,0.3320322858938052
,amenity,55.6746515,12.5816798,0.330217472083992
,amenity,55.6746249,12.5816759,0.3274961462324526
,amenity,55.6744252,12.5811221,0.29200683803134514
,amenity,55.6744441,12.580752,0.28508037838234823
,amenity,55.6744197,12.5807785,0.283116110738746
,amenity,55.6745837,12.5809509,0.3040512234176443
,amenity,55.6746126,12.5809761,0.3076254896393221
,amenity,55.6741927,12.5810285,0.2660745872177582
,amenity,55.6741723,12.581051,0.2646542863186039
,amenity,55.6748033,12.5815025,0.3402715388378443
,amenity,55.6747918,12.5815479,0.3403498682458893
,amenity,55.6747591,12.5815634,0.33750731195395905
,amenity,55.6747331,12.5819572,0.34667091634737657
,amenity,55.674659,12.582041,0.34229538140739996
,amenity,55.6745865,12.5821268,0.3383647528579149
,amenity,55.6732476,12.5735046,0.3821387250455204
,leisure,55.6729194,12.5762755,0.20785868108484545
,leisure,55.6729391,12.5761267,0.21716530595227507
,leisure,55.6730599,12.5759118,0.23543128319848508
,leisure,55.6730616,12.5759831,0.23160378475436028
